job_title,country,experience_level,education_level,year,salary,ai_risk_score,primary_skill,skill_demand_score,job_openings,job_survival_class,salary_bucket,ai_risk_category
Data Scientist,Germany,Senior,Master,2023,4831.6050000000005,0.33,Python,63,11807,1,High,Medium Risk
Cybersecurity Analyst,Canada,Senior,Bachelor,2025,4345.274,0.25,Security,84,43120,2,High,Low Risk
Cloud Engineer,India,Senior,Bachelor,2026,2309.379,0.36,AWS,85,35986,1,High,Medium Risk
Cybersecurity Analyst,India,Mid,PhD,2028,1206.124,0.28,Security,91,1056,1,Medium,Low Risk
Cybersecurity Analyst,Germany,Senior,Master,2021,3874.9880000000003,0.21,Security,75,40986,2,High,Low Risk
Product Manager,India,Senior,Master,2021,1877.701,0.36,Strategy,85,1615,1,Medium,Medium Risk
Cloud Engineer,Australia,Senior,PhD,2025,6227.508,0.35,AWS,60,39745,2,High,Medium Risk
Software Engineer,UK,Senior,PhD,2020,3980.324,0.4,Java,68,28579,1,High,Medium Risk
Data Scientist,Australia,Senior,Master,2035,6591.323,0.45,Python,81,28399,2,High,Medium Risk
Software Engineer,India,Senior,PhD,2025,1837.493,0.45,Java,86,40846,1,Medium,Medium Risk
ML Engineer,Australia,Mid,Master,2022,4179.343,0.22,Python,97,33596,2,High,Low Risk
AI Researcher,UK,Senior,Master,2033,7893.796,0.23,Deep Learning,78,26009,2,High,Low Risk
Business Analyst,Canada,Mid,Bachelor,2023,2270.941,0.73,Excel,73,19996,0,High,High Risk
Product Manager,USA,Mid,Bachelor,2027,5792.973,0.42,Strategy,91,17347,2,High,Medium Risk
DevOps Engineer,UK,Entry,Bachelor,2021,2564.8140000000003,0.26,Docker,99,44049,2,High,Low Risk
Cybersecurity Analyst,UK,Mid,PhD,2033,3335.379,0.33,Security,72,36335,1,High,Medium Risk
Cybersecurity Analyst,Canada,Senior,Master,2021,3906.246,0.21,Security,71,28690,2,High,Low Risk
Cybersecurity Analyst,USA,Mid,PhD,2030,4446.554,0.3,Security,86,8377,2,High,Medium Risk
Product Manager,USA,Mid,Master,2027,4988.697,0.42,Strategy,86,48606,2,High,Medium Risk
Cloud Engineer,USA,Entry,Bachelor,2018,3063.9100000000003,0.28,AWS,66,28609,1,High,Low Risk
Cloud Engineer,USA,Entry,Bachelor,2023,3039.059,0.33,AWS,66,41647,1,High,Medium Risk
Data Scientist,Canada,Senior,Master,2019,4641.224,0.29,Python,69,19161,2,High,Low Risk
Data Scientist,Australia,Senior,Master,2021,4825.972,0.31,Python,96,43582,2,High,Medium Risk
Data Analyst,Australia,Senior,Bachelor,2015,2232.801,0.55,SQL,81,19790,1,High,Medium Risk
Data Scientist,Germany,Senior,PhD,2023,4192.541,0.33,Python,86,18333,2,High,Medium Risk
Cybersecurity Analyst,UK,Entry,Bachelor,2022,1999.9610000000002,0.22,Security,83,9367,1,Medium,Low Risk
Product Manager,Canada,Senior,Master,2032,6631.128999999999,0.47,Strategy,62,38634,2,High,Medium Risk
Cloud Engineer,India,Entry,Bachelor,2032,1176.6280000000002,0.42,AWS,76,42886,1,Medium,Medium Risk
Product Manager,Germany,Entry,Bachelor,2027,2554.789,0.42,Strategy,81,18533,1,High,Medium Risk
Software Engineer,Canada,Senior,Bachelor,2020,3872.6960000000004,0.4,Java,95,28956,2,High,Medium Risk
Data Scientist,Canada,Senior,PhD,2023,4929.461,0.33,Python,71,34077,2,High,Medium Risk
Business Analyst,USA,Entry,Bachelor,2028,2465.366,0.78,Excel,66,47639,0,High,High Risk
Software Engineer,India,Mid,PhD,2020,946.1700000000001,0.4,Java,62,22249,1,Low,Medium Risk
ML Engineer,India,Mid,Bachelor,2015,1143.4569999999999,0.15,Python,97,17005,2,Medium,Low Risk
Software Engineer,Australia,Mid,Master,2033,3755.2690000000002,0.53,Java,64,48046,1,High,Medium Risk
Product Manager,UK,Mid,Bachelor,2022,3986.664,0.37,Strategy,91,49432,2,High,Medium Risk
Data Scientist,USA,Mid,PhD,2029,5451.288,0.39,Python,84,43964,2,High,Medium Risk
Business Analyst,India,Senior,Master,2034,1812.8880000000001,0.84,Excel,80,8835,0,Medium,High Risk
AI Researcher,USA,Senior,Master,2021,8148.058999999999,0.11,Deep Learning,79,35721,2,High,Low Risk
Business Analyst,UK,Senior,Master,2025,3648.7329999999997,0.75,Excel,98,7840,1,High,High Risk
Data Analyst,UK,Senior,PhD,2027,3283.6980000000003,0.67,SQL,76,36183,1,High,High Risk
Business Analyst,Canada,Entry,Master,2019,1368.763,0.69,Excel,96,49979,1,Medium,High Risk
Data Scientist,Canada,Senior,PhD,2027,5017.398999999999,0.37,Python,65,24457,1,High,Medium Risk
ML Engineer,UK,Entry,Bachelor,2025,3188.597,0.25,Python,82,44020,2,High,Low Risk
Cloud Engineer,UK,Mid,Bachelor,2024,3555.308,0.34,AWS,91,48857,2,High,Medium Risk
Software Engineer,UK,Senior,Master,2015,3646.335,0.35,Java,95,20207,2,High,Medium Risk
Product Manager,India,Senior,PhD,2017,1874.6680000000001,0.32,Strategy,81,27639,1,Medium,Medium Risk
Business Analyst,Australia,Entry,Master,2033,1910.6639999999998,0.83,Excel,69,31104,0,Medium,High Risk
Cloud Engineer,Germany,Mid,Bachelor,2030,4246.841,0.4,AWS,86,4664,1,High,Medium Risk
AI Researcher,Australia,Mid,Master,2017,4085.3500000000004,0.07,Deep Learning,85,5643,2,High,Low Risk
AI Researcher,Germany,Mid,Bachelor,2023,4219.928,0.13,Deep Learning,63,18241,2,High,Low Risk
Cloud Engineer,Germany,Mid,Bachelor,2020,3360.588,0.3,AWS,68,9221,1,High,Medium Risk
Software Engineer,Canada,Senior,PhD,2034,5979.979000000001,0.54,Java,63,12588,1,High,Medium Risk
DevOps Engineer,India,Entry,Master,2026,979.9290000000001,0.31,Docker,82,37373,1,Low,Medium Risk
Data Analyst,India,Entry,PhD,2020,504.744,0.6,SQL,92,4574,0,Low,High Risk
Data Scientist,Canada,Senior,PhD,2016,3869.01,0.26,Python,75,16748,2,High,Low Risk
Cybersecurity Analyst,USA,Senior,Master,2029,6943.628,0.29,Security,60,35129,2,High,Low Risk
ML Engineer,Germany,Entry,Master,2023,2398.782,0.23,Python,62,41087,1,High,Low Risk
ML Engineer,India,Mid,Master,2020,1286.214,0.2,Python,68,27415,1,Medium,Low Risk
DevOps Engineer,USA,Entry,Bachelor,2034,4361.325,0.39,Docker,82,4536,1,High,Medium Risk
Data Analyst,Canada,Senior,PhD,2020,2423.354,0.6,SQL,75,36326,1,High,High Risk
Cybersecurity Analyst,Canada,Mid,Master,2020,2437.839,0.2,Security,64,22804,1,High,Low Risk
Software Engineer,USA,Entry,PhD,2017,2187.329,0.37,Java,64,9998,1,High,Medium Risk
Data Scientist,USA,Mid,Bachelor,2032,4978.233,0.42,Python,98,14429,2,High,Medium Risk
Data Scientist,UK,Senior,Master,2020,4554.434,0.3,Python,96,42553,2,High,Medium Risk
ML Engineer,Canada,Entry,Bachelor,2015,2380.7929999999997,0.15,Python,71,4280,1,High,Low Risk
Cloud Engineer,India,Mid,PhD,2015,1073.153,0.25,AWS,97,9078,1,Medium,Low Risk
DevOps Engineer,Canada,Entry,Master,2019,1964.181,0.24,Docker,60,17997,1,Medium,Low Risk
ML Engineer,USA,Mid,Bachelor,2019,4786.332,0.19,Python,90,17042,2,High,Low Risk
Software Engineer,Canada,Mid,PhD,2023,2920.3500000000004,0.43,Java,77,17254,1,High,Medium Risk
Business Analyst,India,Mid,Bachelor,2018,812.2159999999999,0.68,Excel,70,12859,0,Low,High Risk
Software Engineer,India,Senior,PhD,2016,1382.0,0.36,Java,93,7608,1,Medium,Medium Risk
Data Scientist,UK,Entry,Bachelor,2024,2348.534,0.34,Python,72,22038,1,High,Medium Risk
Business Analyst,Canada,Mid,PhD,2027,2692.576,0.77,Excel,86,15325,0,High,High Risk
DevOps Engineer,Canada,Senior,Master,2031,5545.141000000001,0.36,Docker,87,18996,2,High,Medium Risk
Business Analyst,Australia,Senior,Master,2034,4798.858,0.84,Excel,87,1824,1,High,High Risk
Product Manager,Australia,Senior,Master,2023,6294.0019999999995,0.38,Strategy,82,2081,2,High,Medium Risk
DevOps Engineer,UK,Entry,PhD,2030,3242.77,0.35,Docker,88,9266,1,High,Medium Risk
ML Engineer,USA,Entry,Bachelor,2034,4540.455,0.34,Python,70,13877,1,High,Medium Risk
Cloud Engineer,Germany,Entry,PhD,2028,2822.6369999999997,0.38,AWS,98,15639,1,High,Medium Risk
AI Researcher,UK,Mid,Master,2015,3707.8179999999998,0.05,Deep Learning,78,10695,2,High,Low Risk
Cloud Engineer,UK,Entry,Bachelor,2021,2437.3779999999997,0.31,AWS,87,23187,1,High,Medium Risk
AI Researcher,Australia,Entry,Master,2033,3526.022,0.23,Deep Learning,64,45406,2,High,Low Risk
ML Engineer,Australia,Mid,Master,2022,3554.5780000000004,0.22,Python,71,45839,2,High,Low Risk
ML Engineer,USA,Entry,Master,2023,3352.4980000000005,0.23,Python,60,26538,1,High,Low Risk
Business Analyst,UK,Mid,PhD,2029,2692.9939999999997,0.79,Excel,89,10597,0,High,High Risk
Cloud Engineer,India,Mid,Bachelor,2028,1573.426,0.38,AWS,88,7569,1,Medium,Medium Risk
Data Analyst,India,Entry,PhD,2018,437.2109999999999,0.58,SQL,64,33177,0,Low,Medium Risk
Cybersecurity Analyst,Germany,Entry,Master,2029,2148.9269999999997,0.29,Security,74,27119,1,High,Low Risk
AI Researcher,Australia,Mid,Bachelor,2034,5601.275,0.24,Deep Learning,71,3708,2,High,Low Risk
Cybersecurity Analyst,Germany,Senior,PhD,2030,4770.915,0.3,Security,86,18131,2,High,Medium Risk
Data Analyst,UK,Entry,Master,2025,1379.1889999999999,0.65,SQL,85,18881,0,Medium,High Risk
Software Engineer,Germany,Senior,Bachelor,2015,3606.702,0.35,Java,60,4770,1,High,Medium Risk
Data Scientist,India,Senior,PhD,2032,2179.553,0.42,Python,60,35314,1,High,Medium Risk
Cybersecurity Analyst,USA,Entry,PhD,2021,2288.226,0.21,Security,60,17350,1,High,Low Risk
DevOps Engineer,Germany,Entry,Master,2027,2592.6490000000003,0.32,Docker,81,18769,1,High,Medium Risk
Cloud Engineer,Canada,Mid,Master,2034,4685.916,0.44,AWS,76,47365,2,High,Medium Risk
Cloud Engineer,Germany,Mid,Bachelor,2031,3704.395,0.41,AWS,80,37303,1,High,Medium Risk
Product Manager,USA,Mid,Master,2028,5648.025,0.43,Strategy,80,25524,2,High,Medium Risk
DevOps Engineer,USA,Senior,PhD,2033,9242.737,0.38,Docker,83,3837,2,High,Medium Risk
DevOps Engineer,USA,Entry,Master,2025,3522.945,0.3,Docker,69,40489,2,High,Medium Risk
Business Analyst,Australia,Senior,PhD,2023,3253.7490000000003,0.73,Excel,77,30520,1,High,High Risk
ML Engineer,India,Entry,Bachelor,2034,1373.6259999999997,0.34,Python,82,45397,1,Medium,Medium Risk
AI Researcher,Germany,Mid,Bachelor,2016,3625.1760000000004,0.06,Deep Learning,80,28453,2,High,Low Risk
Data Analyst,Germany,Entry,Bachelor,2021,1128.738,0.61,SQL,72,28723,0,Medium,High Risk
AI Researcher,Canada,Entry,Master,2019,2395.089,0.09,Deep Learning,98,33535,2,High,Low Risk
AI Researcher,Canada,Senior,Master,2021,5588.878999999999,0.11,Deep Learning,93,13262,2,High,Low Risk
Data Analyst,USA,Entry,Bachelor,2023,1878.8319999999999,0.63,SQL,64,38710,0,Medium,High Risk
Business Analyst,USA,Entry,Master,2020,2096.04,0.7,Excel,98,26968,1,High,High Risk
Business Analyst,USA,Entry,PhD,2029,2419.4919999999997,0.79,Excel,87,20830,0,High,High Risk
Cloud Engineer,Canada,Senior,Master,2030,5728.298999999999,0.4,AWS,60,9097,1,High,Medium Risk
Cybersecurity Analyst,Canada,Senior,PhD,2025,4619.998000000001,0.25,Security,97,26208,2,High,Low Risk
Cloud Engineer,Canada,Entry,PhD,2033,3342.943,0.43,AWS,80,36421,1,High,Medium Risk
DevOps Engineer,Australia,Mid,PhD,2022,3136.371,0.27,Docker,72,16775,1,High,Low Risk
Software Engineer,USA,Mid,Master,2023,3773.4260000000004,0.43,Java,73,37527,1,High,Medium Risk
Cloud Engineer,Canada,Mid,Master,2027,4179.1449999999995,0.37,AWS,63,13460,1,High,Medium Risk
Data Analyst,Canada,Mid,Master,2018,1855.671,0.58,SQL,96,18729,1,Medium,Medium Risk
ML Engineer,Canada,Entry,Bachelor,2022,2434.254,0.22,Python,70,29204,1,High,Low Risk
Business Analyst,India,Entry,PhD,2032,708.259,0.82,Excel,62,2740,0,Low,High Risk
DevOps Engineer,Germany,Mid,PhD,2027,3643.5449999999996,0.32,Docker,99,23705,2,High,Medium Risk
AI Researcher,Canada,Mid,Master,2017,3791.817,0.07,Deep Learning,83,43000,2,High,Low Risk
Software Engineer,India,Senior,Master,2017,1479.06,0.37,Java,61,24211,1,Medium,Medium Risk
Cloud Engineer,USA,Mid,Master,2028,5359.902,0.38,AWS,61,28796,2,High,Medium Risk
ML Engineer,UK,Mid,Bachelor,2025,4294.923000000001,0.25,Python,94,18776,2,High,Low Risk
Cloud Engineer,USA,Mid,Bachelor,2030,6126.423000000001,0.4,AWS,88,39964,2,High,Medium Risk
Business Analyst,UK,Senior,Bachelor,2027,4023.9539999999997,0.77,Excel,92,44083,1,High,High Risk
AI Researcher,India,Mid,Bachelor,2034,1938.6619999999998,0.24,Deep Learning,69,41910,1,Medium,Low Risk
ML Engineer,Germany,Entry,PhD,2025,2740.6189999999997,0.25,Python,85,49302,2,High,Low Risk
Product Manager,UK,Entry,Bachelor,2017,2601.857,0.32,Strategy,98,47152,2,High,Medium Risk
Data Scientist,Australia,Entry,Bachelor,2032,2714.0610000000006,0.42,Python,62,32976,1,High,Medium Risk
AI Researcher,UK,Entry,PhD,2035,4158.5419999999995,0.25,Deep Learning,73,3473,1,High,Low Risk
ML Engineer,USA,Entry,Master,2020,3075.032,0.2,Python,86,43811,2,High,Low Risk
Data Analyst,India,Mid,Master,2026,780.875,0.66,SQL,78,49978,1,Low,High Risk
Product Manager,USA,Entry,Bachelor,2024,3589.02,0.39,Strategy,78,5889,1,High,Medium Risk
Cloud Engineer,USA,Entry,PhD,2017,2813.419,0.27,AWS,95,4201,1,High,Low Risk
Data Analyst,Canada,Entry,Bachelor,2020,1368.333,0.6,SQL,89,25346,1,Medium,High Risk
AI Researcher,UK,Entry,Master,2033,3929.723,0.23,Deep Learning,90,47870,2,High,Low Risk
Cybersecurity Analyst,Canada,Senior,Bachelor,2034,5435.2660000000005,0.34,Security,63,29152,2,High,Medium Risk
Cybersecurity Analyst,India,Entry,Master,2034,1011.58,0.34,Security,72,38890,1,Medium,Medium Risk
Cybersecurity Analyst,India,Senior,PhD,2031,1868.3500000000001,0.31,Security,77,49351,1,Medium,Medium Risk
Data Scientist,UK,Senior,Bachelor,2024,5118.552000000001,0.34,Python,62,2408,1,High,Medium Risk
Data Analyst,UK,Mid,PhD,2020,2061.665,0.6,SQL,94,48117,1,High,High Risk
Business Analyst,UK,Mid,PhD,2024,2568.7650000000003,0.74,Excel,73,44732,1,High,High Risk
Cybersecurity Analyst,Australia,Senior,Master,2028,4504.589,0.28,Security,99,8619,2,High,Low Risk
Software Engineer,Germany,Senior,Master,2021,4176.45,0.41,Java,60,17878,1,High,Medium Risk
Software Engineer,UK,Entry,PhD,2019,2086.608,0.39,Java,70,32740,1,High,Medium Risk
Data Analyst,USA,Entry,PhD,2018,1602.993,0.58,SQL,75,33813,1,Medium,Medium Risk
ML Engineer,USA,Mid,Bachelor,2019,5119.49,0.19,Python,69,34431,2,High,Low Risk
Data Scientist,Germany,Mid,PhD,2025,3285.6910000000007,0.35,Python,77,39485,2,High,Medium Risk
Product Manager,India,Senior,Master,2028,2570.228,0.43,Strategy,97,9831,1,High,Medium Risk
AI Researcher,USA,Senior,PhD,2032,9741.88,0.22,Deep Learning,72,23705,2,High,Low Risk
Product Manager,Germany,Senior,Bachelor,2030,6251.688,0.45,Strategy,80,38170,2,High,Medium Risk
Data Analyst,Germany,Entry,Master,2021,1182.467,0.61,SQL,95,39680,1,Medium,High Risk
Cloud Engineer,USA,Entry,Bachelor,2023,3487.81,0.33,AWS,73,11524,1,High,Medium Risk
AI Researcher,India,Mid,Master,2027,1774.591,0.17,Deep Learning,64,2645,1,Medium,Low Risk
Cloud Engineer,UK,Entry,Master,2028,2794.803,0.38,AWS,83,2848,1,High,Medium Risk
Cloud Engineer,Canada,Senior,Bachelor,2015,4354.59,0.25,AWS,75,22563,2,High,Low Risk
ML Engineer,Germany,Mid,Bachelor,2030,4313.085,0.3,Python,70,35818,2,High,Medium Risk
Cloud Engineer,India,Entry,Bachelor,2022,995.433,0.32,AWS,96,37741,1,Low,Medium Risk
DevOps Engineer,Canada,Mid,Master,2021,3175.376,0.26,Docker,75,48318,2,High,Low Risk
ML Engineer,UK,Entry,Bachelor,2035,3770.772,0.35,Python,68,44262,2,High,Medium Risk
Cloud Engineer,Australia,Mid,PhD,2026,3867.4300000000003,0.36,AWS,67,14861,1,High,Medium Risk
Cloud Engineer,USA,Entry,Master,2031,3616.0460000000003,0.41,AWS,90,17600,1,High,Medium Risk
Software Engineer,India,Entry,Master,2031,994.279,0.51,Java,73,5606,0,Low,Medium Risk
Cybersecurity Analyst,Canada,Mid,PhD,2033,3500.3470000000007,0.33,Security,66,5427,1,High,Medium Risk
Product Manager,Canada,Entry,Master,2016,2089.038,0.31,Strategy,63,1641,1,High,Medium Risk
Business Analyst,Australia,Senior,PhD,2024,3594.5860000000002,0.74,Excel,62,43853,1,High,High Risk
DevOps Engineer,UK,Entry,Master,2025,2552.059,0.3,Docker,69,22309,1,High,Medium Risk
Data Analyst,UK,Senior,PhD,2017,2933.871,0.57,SQL,75,3056,1,High,Medium Risk
Business Analyst,UK,Mid,PhD,2033,3063.99,0.83,Excel,68,40994,0,High,High Risk
Software Engineer,Germany,Senior,Bachelor,2029,4454.049999999999,0.49,Java,71,28766,1,High,Medium Risk
Cybersecurity Analyst,Germany,Senior,Bachelor,2022,4202.048000000001,0.22,Security,61,12530,1,High,Low Risk
Product Manager,Germany,Mid,Master,2015,3059.285,0.3,Strategy,91,22395,2,High,Medium Risk
DevOps Engineer,India,Entry,Bachelor,2029,995.0790000000001,0.34,Docker,67,18905,1,Low,Medium Risk
Software Engineer,UK,Entry,Master,2016,1934.161,0.36,Java,93,24546,1,Medium,Medium Risk
Data Scientist,Germany,Senior,PhD,2028,5401.519,0.38,Python,66,27014,2,High,Medium Risk
Data Analyst,Canada,Senior,PhD,2024,2980.361,0.64,SQL,73,2780,0,High,High Risk
Product Manager,Australia,Entry,Master,2033,3287.121,0.48,Strategy,95,43192,2,High,Medium Risk
Software Engineer,Canada,Senior,PhD,2024,4819.656,0.44,Java,68,34593,1,High,Medium Risk
Data Scientist,India,Mid,PhD,2025,1282.229,0.35,Python,87,37913,1,Medium,Medium Risk
ML Engineer,Canada,Senior,Bachelor,2015,4931.222,0.15,Python,95,6492,2,High,Low Risk
AI Researcher,USA,Mid,PhD,2022,5187.456,0.12,Deep Learning,91,10984,2,High,Low Risk
Business Analyst,USA,Entry,Bachelor,2023,1922.451,0.73,Excel,68,27924,0,Medium,High Risk
ML Engineer,Australia,Mid,PhD,2023,4085.559,0.23,Python,91,21012,2,High,Low Risk
AI Researcher,India,Mid,Bachelor,2020,1491.441,0.1,Deep Learning,79,40227,2,Medium,Low Risk
Cloud Engineer,USA,Mid,Master,2032,6308.521,0.42,AWS,64,9254,1,High,Medium Risk
DevOps Engineer,Australia,Entry,Bachelor,2019,2060.757,0.24,Docker,60,6965,1,High,Low Risk
Data Scientist,USA,Entry,Bachelor,2023,3205.8019999999997,0.33,Python,83,38489,2,High,Medium Risk
ML Engineer,USA,Mid,Master,2018,4738.973,0.18,Python,63,29440,2,High,Low Risk
DevOps Engineer,Canada,Mid,PhD,2018,3148.096,0.23,Docker,66,4212,1,High,Low Risk
Business Analyst,Australia,Senior,Master,2017,3297.425,0.67,Excel,95,23007,1,High,High Risk
Cloud Engineer,USA,Mid,Bachelor,2027,5579.768,0.37,AWS,67,47815,2,High,Medium Risk
Software Engineer,Canada,Mid,PhD,2015,2469.777,0.35,Java,96,13502,1,High,Medium Risk
Product Manager,USA,Entry,Bachelor,2019,3322.7750000000005,0.34,Strategy,84,17473,1,High,Medium Risk
Cloud Engineer,India,Senior,PhD,2032,2423.935,0.42,AWS,95,43062,2,High,Medium Risk
Software Engineer,UK,Senior,Master,2015,3883.0980000000004,0.35,Java,69,37820,1,High,Medium Risk
Cloud Engineer,UK,Mid,Bachelor,2031,4721.15,0.41,AWS,75,19414,1,High,Medium Risk
AI Researcher,India,Entry,Bachelor,2034,1426.9820000000002,0.24,Deep Learning,77,43425,1,Medium,Low Risk
Business Analyst,Canada,Senior,PhD,2017,2914.996,0.67,Excel,75,28584,1,High,High Risk
Software Engineer,Australia,Mid,PhD,2029,3561.8920000000003,0.49,Java,74,42476,1,High,Medium Risk
AI Researcher,Germany,Senior,Master,2021,6322.592,0.11,Deep Learning,95,14580,2,High,Low Risk
Data Analyst,USA,Mid,Bachelor,2015,2263.808,0.55,SQL,81,47111,1,High,Medium Risk
Product Manager,Germany,Entry,PhD,2026,2942.3869999999997,0.41,Strategy,74,8865,1,High,Medium Risk
Cloud Engineer,UK,Senior,Bachelor,2025,5896.38,0.35,AWS,71,43816,2,High,Medium Risk
Business Analyst,USA,Entry,Bachelor,2034,2862.292,0.84,Excel,87,6190,0,High,High Risk
DevOps Engineer,Canada,Entry,PhD,2019,2313.2490000000003,0.24,Docker,85,45788,2,High,Low Risk
Business Analyst,UK,Senior,PhD,2025,4002.3230000000003,0.75,Excel,74,24437,1,High,High Risk
Data Scientist,Canada,Entry,PhD,2025,2358.103,0.35,Python,65,31692,1,High,Medium Risk
Software Engineer,Germany,Senior,Master,2024,4585.46,0.44,Java,92,20455,2,High,Medium Risk
Data Analyst,USA,Entry,Master,2019,1789.069,0.59,SQL,85,40293,1,Medium,Medium Risk
Cybersecurity Analyst,UK,Entry,Master,2025,2264.728,0.25,Security,96,41484,2,High,Low Risk
AI Researcher,USA,Senior,Master,2017,6796.793,0.07,Deep Learning,72,38260,2,High,Low Risk
Business Analyst,Germany,Senior,Master,2028,3411.278,0.78,Excel,87,47009,1,High,High Risk
Data Analyst,USA,Mid,Master,2020,2423.132,0.6,SQL,78,30605,1,High,High Risk
Data Scientist,India,Senior,PhD,2034,2218.346,0.44,Python,61,6580,1,High,Medium Risk
Data Scientist,Germany,Entry,Bachelor,2023,2168.3959999999997,0.33,Python,87,31649,1,High,Medium Risk
Cloud Engineer,Germany,Entry,Bachelor,2033,3129.661,0.43,AWS,83,21637,1,High,Medium Risk
Software Engineer,Canada,Entry,Bachelor,2016,1661.116,0.36,Java,93,8269,1,Medium,Medium Risk
Cybersecurity Analyst,Germany,Senior,PhD,2017,3287.8290000000006,0.17,Security,64,17167,1,High,Low Risk
DevOps Engineer,Canada,Senior,PhD,2024,5423.375,0.29,Docker,72,7617,2,High,Low Risk
DevOps Engineer,Australia,Mid,Bachelor,2027,3685.156,0.32,Docker,98,21542,2,High,Medium Risk
Data Analyst,Germany,Mid,Bachelor,2025,1970.4759999999999,0.65,SQL,71,33695,0,Medium,High Risk
Cybersecurity Analyst,Australia,Entry,Bachelor,2017,1809.103,0.17,Security,87,5561,1,Medium,Low Risk
Data Scientist,Canada,Entry,Bachelor,2030,2760.1859999999997,0.4,Python,75,22580,1,High,Medium Risk
Data Analyst,UK,Mid,Master,2032,2647.2830000000004,0.72,SQL,68,23043,0,High,High Risk
Data Scientist,Germany,Entry,PhD,2032,2833.9280000000003,0.42,Python,95,8176,1,High,Medium Risk
Software Engineer,USA,Mid,Bachelor,2020,3530.4939999999997,0.4,Java,71,19676,1,High,Medium Risk
Product Manager,Australia,Entry,PhD,2015,2360.396,0.3,Strategy,91,1997,1,High,Medium Risk
Business Analyst,India,Senior,PhD,2019,1285.0120000000002,0.69,Excel,75,14117,0,Medium,High Risk
ML Engineer,Australia,Senior,PhD,2022,5328.322,0.22,Python,82,8440,2,High,Low Risk
AI Researcher,USA,Senior,PhD,2023,7832.714999999999,0.13,Deep Learning,67,44986,2,High,Low Risk
Product Manager,Australia,Entry,Master,2032,3263.304,0.47,Strategy,93,28157,1,High,Medium Risk
Software Engineer,USA,Mid,Bachelor,2034,5388.455,0.54,Java,74,25945,1,High,Medium Risk
AI Researcher,India,Senior,Master,2026,2492.165,0.16,Deep Learning,72,11196,1,High,Low Risk
ML Engineer,UK,Senior,Master,2033,7017.227000000001,0.33,Python,92,4324,2,High,Medium Risk
Cybersecurity Analyst,Germany,Entry,PhD,2018,1665.7819999999997,0.18,Security,86,33994,2,Medium,Low Risk
AI Researcher,Germany,Senior,PhD,2030,7180.347,0.2,Deep Learning,93,38486,2,High,Low Risk
Data Analyst,USA,Mid,PhD,2021,2570.621,0.61,SQL,90,4199,1,High,High Risk
Cybersecurity Analyst,Australia,Entry,PhD,2020,1994.587,0.2,Security,82,46518,2,Medium,Low Risk
Product Manager,USA,Senior,Bachelor,2019,7150.0419999999995,0.34,Strategy,84,15892,2,High,Medium Risk
Data Analyst,India,Entry,PhD,2016,396.498,0.56,SQL,73,10552,0,Low,Medium Risk
Data Scientist,Australia,Mid,Bachelor,2021,2994.15,0.31,Python,91,15263,1,High,Medium Risk
Cybersecurity Analyst,USA,Senior,Bachelor,2035,7621.267999999999,0.35,Security,72,30006,2,High,Medium Risk
Software Engineer,Australia,Entry,PhD,2015,1676.304,0.35,Java,63,24221,1,Medium,Medium Risk
AI Researcher,USA,Mid,Bachelor,2029,6995.544,0.19,Deep Learning,61,34902,2,High,Low Risk
ML Engineer,India,Senior,PhD,2018,2129.989,0.18,Python,85,46907,2,High,Low Risk
Cloud Engineer,Germany,Mid,Master,2031,4311.884,0.41,AWS,79,14898,1,High,Medium Risk
Cybersecurity Analyst,UK,Senior,Bachelor,2035,5988.24,0.35,Security,82,21388,2,High,Medium Risk
ML Engineer,India,Mid,Master,2021,1498.614,0.21,Python,78,1337,1,Medium,Low Risk
Software Engineer,UK,Mid,Master,2028,3552.322,0.48,Java,65,11057,1,High,Medium Risk
Data Analyst,Germany,Entry,Master,2029,1505.904,0.69,SQL,97,20995,1,Medium,High Risk
ML Engineer,USA,Entry,PhD,2029,4229.4529999999995,0.29,Python,98,24489,2,High,Low Risk
DevOps Engineer,Germany,Entry,Master,2018,2102.869,0.23,Docker,64,3673,1,High,Low Risk
Cybersecurity Analyst,India,Mid,Master,2020,892.7760000000001,0.2,Security,61,4688,1,Low,Low Risk
AI Researcher,USA,Mid,PhD,2017,4768.262000000001,0.07,Deep Learning,79,14665,2,High,Low Risk
Product Manager,UK,Mid,Master,2035,5136.898999999999,0.5,Strategy,81,20230,1,High,Medium Risk
Software Engineer,UK,Entry,PhD,2023,2238.1240000000007,0.43,Java,78,37803,1,High,Medium Risk
Business Analyst,UK,Mid,Bachelor,2030,2887.184,0.8,Excel,98,21827,1,High,High Risk
Software Engineer,UK,Entry,Bachelor,2022,2108.361,0.42,Java,76,38010,1,High,Medium Risk
Business Analyst,UK,Entry,PhD,2031,2074.507,0.81,Excel,94,2439,0,High,High Risk
ML Engineer,USA,Mid,PhD,2026,5562.780000000001,0.26,Python,98,21600,2,High,Low Risk
DevOps Engineer,Germany,Senior,Bachelor,2023,4963.974999999999,0.28,Docker,76,46097,2,High,Low Risk
DevOps Engineer,Germany,Senior,Master,2015,3925.744,0.2,Docker,65,47971,2,High,Low Risk
Data Scientist,Canada,Entry,Bachelor,2024,2466.275,0.34,Python,73,10111,1,High,Medium Risk
Cybersecurity Analyst,India,Senior,PhD,2034,2085.091,0.34,Security,96,10404,1,High,Medium Risk
